t,radius,set_speed_r,set_speed_r_filtered,meas_speed_r,acc_cmd_r,set_speed_theta,meas_speed_theta,acc_cmd_theta,set_speed_z,meas_speed_z,acc_cmd_z,acc_x,acc_y,acc_z,pub_vel_x,pub_vel_y,pub_vel_z,pid_r_P,pid_r_I,pid_r_D,pid_vtheta_P,pid_vtheta_I,pid_vtheta_D,pid_z_P,pid_z_I,pid_z_D,yaw_enu,yaw_target,error_yaw,total_yaw_err,yaw_rate,drone_z,target_z,r_lock_position,r_lock_active,r_pid_P,r_pid_I,r_pid_D,z_lock_position,z_lock_active,z_pid_P,z_pid_I,z_pid_D,theta_actual,theta_target,theta_lock_position,theta_lock_active,theta_pid_P,theta_pid_I,theta_pid_D,dt
8.100993236000022,3.699596227195953,0.0,0.0,-0.011127296592611635,-0.0036949366391584885,-0.0,-0.08751220313749772,0.20219565793520552,0.0,0.27725595235824585,-0.8575208354114205,-0.13325064438436496,-0.15212166977708844,-0.8575208354114205,0.0,0.0,0.0,0.025976716802586692,0.00048442759632330584,-0.03222614091154371,0.19875474074943003,0.0037041281363720774,-0.0,-0.1663535714149475,-0.0,-0.6911672639964731,1.6559683942922199,2.4039540585301302,0.7479856642379104,0.7479856642379104,1.126298913828731,10.216360092163086,0.0,3.698243656128225,1,0.00027051421354560293,1.3525710677280146e-07,0.0004096524833663014,0.0,0,0.0,0.0,0.0,2.4039540585301302,1.5707963267948966,2.4027199118016607,1,0.0007404880370817324,2.4682934569391083e-07,0.0020901259730884874,0.04000381399998787
8.20179201399992,3.7038726655688614,0.0,0.0,-0.012981301675467245,0.019151016808623272,-0.0,-0.11269224944510123,0.2862640204255407,0.0,0.2698291540145874,-0.3474825299705963,-0.205822676177473,-0.19987715428768155,-0.3474825299705963,0.0,0.0,0.0,0.033851747726455106,0.0024416890463029627,-0.020571140179884023,0.269313612577161,0.01734537069365592,0.0,-0.16189749240875242,-0.0,-0.18558503756184389,1.6420057602762652,2.408340862227991,0.7663351019517259,0.7663351019517259,1.3375344716080235,10.232366561889648,0.0,3.698243656128225,1,0.0011258018881273202,5.09296669886168e-05,0.001229124826896411,0.0,0,0.0,0.0,0.0,2.408340862227991,1.5707963267948966,2.4027199118016607,1,0.0033725702557982906,9.993908356533139e-05,0.006250519659699239,0.04041942599997128
8.301917846999913,3.7065357427795655,0.0,0.0,-0.0075031136320555455,-0.042994405792566255,-0.0,-0.10635080228568752,0.2897708456795558,0.0,0.2693750262260437,-0.26881555461202267,-0.16122006000037784,-0.2445889494412521,-0.26881555461202267,0.0,0.0,0.0,0.023222237384092254,0.0036186262154752945,-0.07288676921075624,0.2627661087158803,0.027220022127447153,-0.0,-0.1616250157356262,-0.0,-0.10719053887639649,1.6317083176894984,2.4115149229277977,0.7798066052382993,0.7798066052382993,1.423159222544088,10.244508743286133,0.0,3.698243656128225,1,0.0016584173302681472,0.00011235665929186804,0.0012816748256990996,0.0,0,0.0,0.0,0.0,2.4115149229277977,1.5707963267948966,2.4027199118016607,1,0.005277006675682205,0.00022825117273403314,0.00758308019129637,0.040044555000008586
8.401324606000003,3.7081145698550504,0.0,0.0,-0.0005201151607944557,0.030775816299363584,-0.0,-0.11474026395322703,0.33486729263397824,0.0,0.2666599452495575,-0.223003881672588,-0.24512160873526073,-0.23021435983869545,-0.223003881672588,0.0,0.0,0.0,0.00763284257079147,0.004586601716670133,0.015005961709296137,0.29126872013747357,0.04361466643041945,0.0,-0.1599959671497345,-0.0,-0.06300791452285352,1.6165239531971478,2.4164903297939793,0.7999663765968315,0.7999663765968315,1.5427934492909858,10.259860038757324,0.0,3.698243656128225,1,0.001974182745365116,0.00022767727583986836,0.0007474987138148642,0.0,0,0.0,0.0,0.0,2.4164903297939793,1.5707963267948966,2.4027199118016607,1,0.008262250795391156,0.0005200104429561153,0.008872347598186383,0.03998948100002053
8.502829901999917,3.7072234431386852,0.0,0.0,0.014928085518752444,-0.0467499087653184,-0.0,-0.11078889226988631,0.343118809744238,0.0,0.2758111357688904,-0.31507281307404167,-0.19165357020942925,-0.28841806565443767,-0.31507281307404167,0.0,0.0,0.0,-0.028995436407715472,0.0037978578885100906,-0.024863212052578038,0.28800646825776893,0.05466622161166255,-0.0,-0.16548668146133422,-0.0,-0.14958613161270745,1.6064010435355813,2.4196760469633687,0.8132750034277874,0.8132750034277874,1.6313116985466363,10.27099609375,0.0,3.698243656128225,1,0.0017959574020920855,0.0003020237348718235,-0.0003496394399003139,0.0,0,0.0,0.0,0.0,2.4196760469633687,1.5707963267948966,2.4027199118016607,1,0.01017368109702481,0.0007788129777202411,0.009170644681627226,0.04001603699998668
8.601358902000015,3.7036368746962407,0.0,0.0,0.03419374537217046,-0.08663784936168753,-0.0,-0.11176000887824403,0.37062544685977866,0.0,0.22969432175159454,-0.0859512162660207,-0.1783345938210249,-0.3362530467500914,-0.0859512162660207,0.0,0.0,0.0,-0.07704216922030037,0.0006527959758169614,-0.013620917856781956,0.29785488518388503,0.07173873987055328,-0.0,-0.13781659305095673,-0.0,0.05186537678493603,1.5927874753700246,2.424316721614439,0.8315292462444144,0.8315292462444144,1.7089888086092828,10.28385066986084,0.0,3.698243656128225,1,0.0010786437136031779,0.00038393348742143203,-0.0022879996562634075,0.0,0,0.0,0.0,0.0,2.424316721614439,1.5707963267948966,2.4027199118016607,1,0.012958085887667004,0.0012604406565320326,0.009410048752050109,0.039999647999934496
8.700972401999934,3.6998542363181817,0.0,0.0,0.054714982779192955,-0.2298539102446507,-0.0,-0.11223962980213303,0.38966141152619166,0.0,0.21563561260700226,-0.12816103389401237,-0.08148332161704003,-0.4450048359125932,-0.12816103389401237,0.0,0.0,0.0,-0.1276276819832047,-0.003364506510607738,-0.10226664899755494,0.30440012395154725,0.08360144126192107,-0.0,-0.12938136756420135,-0.0,0.0012203336701889778,1.584235362035252,2.4275463273184754,0.8433109652832234,0.8433109652832234,1.7289028710593457,10.291866302490234,0.0,3.698243656128225,1,0.00032211603799137123,0.0004053631928039166,-0.0040250791712408245,0.0,0,0.0,0.0,0.0,2.4275463273184754,1.5707963267948966,2.4027199118016607,1,0.014895849310088848,0.0016449995527146183,0.00958321404031224,0.04032487100005255
8.801366253999959,3.6928596201918515,0.0,0.0,0.07602922555486516,-0.2641564266243149,-0.0,-0.10681625874353606,0.4019011126883365,0.0,0.20462140440940857,-0.12222879612258204,-0.06151688880537831,-0.4769893022896391,-0.12222879612258204,0.0,0.0,0.0,-0.18356922107788343,-0.012071250401821387,-0.07160562393937818,0.2990726015806169,0.10062935970089817,-0.0,-0.11478829933087563,-0.0,-0.007440496791706419,1.5732397877476885,2.4318645005270185,0.8586247127793296,0.8586247127793296,1.7404050983752135,10.301216125488281,0.0,3.698243656128225,1,-0.0010768071872746532,0.00037039585540798965,-0.006704918148669734,10.297651290893555,1,-0.0010694503784179686,-1.4292867787145414e-05,0.014391315437487633,2.4318645005270185,1.5707963267948966,2.4027199118016607,1,0.017486753235214713,0.0023110449119172114,0.00932803473688511,0.03992233300004955
8.90097734599999,3.6874471074337825,0.0,0.0,0.08374817992803965,-0.2569179085010753,-0.0,-0.11324745605409071,0.43333831398575856,0.0,0.17872074246406555,-0.07510733801330406,-0.08607613206852785,-0.4963666039982023,-0.07510733801330406,0.0,0.0,0.0,-0.20644493671098368,-0.019350003953036436,-0.034600980111961735,0.3182587707250472,0.11250750139822857,-0.0,-0.09700970816091882,-0.0,0.021902370147614758,1.5680037999917058,2.434719559230264,0.8667157592385584,0.8667157592385584,1.7528624776403166,10.307721138000488,0.0,3.698243656128225,1,-0.0021593097388884707,0.00029575613363233,-0.008226874062605876,10.297651290893555,1,-0.003020954132080078,-8.108408243453522e-05,0.020139933743715453,2.434719559230264,1.5707963267948966,2.4027199118016607,1,0.019199788457162102,0.0028111402237196827,0.009404692867321684,0.04015751800000089
9.003427605999946,3.6821789511802137,0.0,0.0,0.09181877813353459,-0.2770338471962743,-0.0,-0.10631820194660294,0.4409660577990418,0.0,0.14836011826992035,-0.018682591248025973,-0.07380349234675163,-0.5155112618950428,-0.018682591248025973,0.0,0.0,0.0,-0.23051914823728045,-0.0315617667307675,-0.018022734162088213,0.3088765835052318,0.12943832465509883,0.0,-0.07842985518610891,-0.0,0.05974726393808294,1.564338608562517,2.438465323648166,0.8741267150856489,0.8741267150856489,1.7469961676212038,10.311769485473633,0.0,3.698243656128225,1,-0.003212940989602231,0.00012655824144072495,-0.009876270135249554,10.297651290893555,1,-0.004235458374023437,-0.0002306726267549437,0.02210982396051721,2.438465323648166,1.5707963267948966,2.4027199118016607,1,0.021447247107903154,0.0036392917139977917,0.008993706279328717,0.04013286999997945
