pos_x,pos_y,pos_z,tar_x,tar_y,tar_z,time
20.735658645629883,-10.836325645446777,14.980731010437012,3.0,5.0,17.0,8.017926931381226
20.736547470092773,-10.836296081542969,14.980826377868652,3.0,5.0,17.0,8.231731176376343
20.737354278564453,-10.836289405822754,14.980897903442383,3.0,5.0,17.0,8.469613075256348
20.737510681152344,-10.836236953735352,14.980987548828125,3.0,5.0,17.0,8.683734655380249
20.737890243530273,-10.836288452148438,14.981077194213867,3.0,5.0,17.0,8.931581258773804
20.737720489501953,-10.836280822753906,14.981081008911133,3.0,5.0,17.0,9.136124849319458
20.737728118896484,-10.836174011230469,14.980754852294922,3.0,5.0,17.0,9.387953281402588
20.737468719482422,-10.835856437683105,14.980371475219727,3.0,5.0,17.0,9.617907524108887
20.7373104095459,-10.835672378540039,14.980070114135742,3.0,5.0,17.0,9.877599716186523
20.737003326416016,-10.835665702819824,14.979860305786133,3.0,5.0,17.0,10.086311340332031
20.73670196533203,-10.835803031921387,14.979597091674805,3.0,5.0,17.0,10.328739404678345
20.736427307128906,-10.836140632629395,14.97937297821045,3.0,5.0,17.0,10.575489521026611
20.735801696777344,-10.83635139465332,14.979226112365723,3.0,5.0,17.0,10.825812816619873
20.73560905456543,-10.836503982543945,14.979068756103516,3.0,5.0,17.0,11.042754888534546
20.7354793548584,-10.836501121520996,14.978979110717773,3.0,5.0,17.0,11.290279388427734
20.735855102539062,-10.836360931396484,14.978889465332031,3.0,5.0,17.0,11.515942335128784
20.736177444458008,-10.836153984069824,14.978835105895996,3.0,5.0,17.0,11.737018585205078
20.736738204956055,-10.835969924926758,14.97884750366211,3.0,5.0,17.0,11.9889235496521
20.736595153808594,-10.835801124572754,14.979098320007324,3.0,5.0,17.0,12.235852003097534
20.73652458190918,-10.835824012756348,14.97950267791748,3.0,5.0,17.0,12.48717999458313
20.736576080322266,-10.836105346679688,14.9798002243042,3.0,5.0,17.0,12.743455171585083
20.736541748046875,-10.83647346496582,14.979972839355469,3.0,5.0,17.0,12.979455709457397
20.736398696899414,-10.836666107177734,14.980152130126953,3.0,5.0,17.0,13.192654132843018
