t,r,r_hold,vel_r_measured,v_r,v_theta,vel_theta,v_z,vel_z
32.151971635001246,6.230636944677161,6.124807254779666,0.6556145486765953,-0.6133484077399765,-1.5,-1.711803144736067,0.0,-0.0008180608856491745
32.201091671999166,6.196464836434734,6.09480382546618,0.6539516638242745,-0.6100113117654469,-1.5,-1.71344491511665,0.0,-0.0008363404194824398
32.24939731400082,6.1624729219452945,6.065325287342471,0.6524859868649173,-0.6075084897845496,-1.5,-1.7147290407523554,0.0,-0.0008394548203796148
32.2907714819994,6.128734980072565,6.0403675459107955,0.6490170952321958,-0.6056313732988767,-1.5,-1.715795783700678,0.0,-0.0006583383656106889
32.340908186997694,6.0953041980255005,6.011288737832967,0.6442736532909281,-0.5792235299741575,-1.5,-1.716793590302125,0.0,-0.0007060969364829361
32.40064474599785,6.0621962781010215,5.979454713044326,0.6383043083236599,-0.5344176489707342,-1.5,-1.717670608846653,0.0,-0.0007918000919744372
32.467174518998945,6.029383512578533,5.946053344901674,0.6314001657221637,-0.5008132382181667,-1.5,-1.7183181890188628,0.0,-0.0008823765674605966
32.49075386699769,5.997050598350862,5.9349004540572645,0.6233197453924177,-0.47560993015374115,-1.5,-1.7187490123595865,0.0,-0.0008474862552247941
32.54445311100062,5.965246928067163,5.910292631985788,0.6138746179096685,-0.456707449105422,-1.5,-1.7189553643473472,0.0,-0.0009551024413667619
32.602338699998654,5.93396061109004,5.884813833426594,0.6034148163583714,-0.4425305883191826,-1.5,-1.7191254737649297,0.0,-0.0009204014204442501
32.62615500099855,5.9031223738693885,5.8744230850199575,0.5923813605960111,-0.4318979427295031,-1.5,-1.719192681903484,0.0,-0.0010449487017467618
32.71947221099981,5.872991165750895,5.839622909009107,0.5804931804458646,-0.3739234577921854,-1.5,-1.7191667869610008,0.0,-0.001163625274784863
32.74227097199764,5.8436877409445955,5.83204565475803,0.565863842226009,-0.3304425940891971,-1.5,-1.7188853838700187,0.0,-0.0010749675566330552
32.801590772000054,5.815227321262091,5.814411716829978,0.5488854458723988,-0.29783194631195586,-1.5,-1.7182838000968077,0.0,-0.0012103725457563996
32.87057334999918,5.7875380923814,5.795558167187901,0.5299789970351895,-0.27337396047902496,-1.5,-1.7173689093133868,0.0,-0.0011550858616828918
32.89609548899898,5.760908391275724,5.789040646958751,0.5100247372968817,-0.25503047110432675,-1.5,-1.7161845280912886,0.0,-0.0013081686338409781
32.951029379997635,5.735343747333641,5.777105973261717,0.4903517231034944,-0.2162728537007741,-1.5,-1.7148042813847142,0.0,-0.001294781919568777
33.00155229699885,5.710857410560725,5.7676587603133616,0.4692303095268825,-0.1872046406481096,-1.5,-1.713174047566234,0.0,-0.0013010570546612144
33.06530477100023,5.687430466770806,5.757100954557538,0.4455883052969296,-0.16540348085861123,-1.5,-1.7111469629634741,0.0,-0.0013593032490462065
33.09051931800059,5.665511619268919,5.753357034296055,0.41884544427573545,-0.14905261101648745,-1.5,-1.7086596147325903,0.0,-0.0013543618842959404
33.15056233699943,5.64522921081959,5.746638825554652,0.38877004106189716,-0.11178945826236558,-1.5,-1.705573530017562,0.0,-0.0013451429549604654
33.201896691,5.626542213788351,5.742325088682035,0.3563640695083067,-0.0838420936967742,-1.5,-1.70196019417289,0.0,-0.0013510057469829917
33.23648962600055,5.609316303379199,5.740149565032861,0.32165753509742445,-0.06288157027258065,-1.5,-1.6977520947772535,0.0,-0.0013423507334664464
33.28457049699864,5.59409430195915,5.737884159788511,0.28487225267445293,-0.047161177704435495,-1.5,-1.6930077933351866,0.0,-0.0015085284831002355
33.35173084900089,5.5809267826822575,5.735509009307599,0.24663108443073067,-0.035370883278326624,-1.5,-1.6876880849122162,0.0,-0.0015345385763794184
33.3864805459998,5.569761523571916,5.734585732985415,0.20690844905474848,-0.026528162458744974,-1.5,-1.6818634622125288,0.0,-0.001624539028853178
33.44957190399873,5.560551096445748,5.733334023676943,0.1664951768422961,-0.019896121844058735,-1.5,-1.6754958656176162,0.0,-0.001587092992849648
