pos_x,pos_y,pos_z,tar_x,tar_y,tar_z,time
-1.6395330429077148,-3.0112345218658447,10.538259506225586,0.0,0.0,8.0,0.10996055603027344
-1.614628553390503,-3.0341978073120117,10.543392181396484,3.0,0.0,8.0,0.31094813346862793
-1.592756748199463,-3.0066330432891846,10.537236213684082,3.0,0.0,8.0,0.5592021942138672
-1.5307129621505737,-2.9052305221557617,10.470661163330078,3.0,0.0,8.0,0.8094174861907959
-1.3987313508987427,-2.7356269359588623,10.311833381652832,3.0,0.0,8.0,1.059295892715454
-1.1811203956604004,-2.5086734294891357,10.041818618774414,3.0,0.0,8.0,1.3088116645812988
-0.9398374557495117,-2.29886531829834,9.75843334197998,3.0,0.0,8.0,1.5089776515960693
-0.6411037445068359,-2.0714468955993652,9.42171573638916,3.0,0.0,8.0,1.7109673023223877
-0.20503249764442444,-1.7783862352371216,8.982192039489746,3.0,0.0,8.0,1.9591853618621826
0.2890404164791107,-1.477704644203186,8.618474006652832,3.0,0.0,8.0,2.2091808319091797
0.692582905292511,-1.2548707723617554,8.413137435913086,3.0,0.0,8.0,2.40960693359375
1.0646393299102783,-1.0703482627868652,8.280688285827637,3.0,0.0,8.0,2.6115987300872803
1.4483181238174438,-0.8937533497810364,8.226028442382812,3.0,0.0,8.0,2.8615262508392334
1.725793719291687,-0.7586060166358948,8.271797180175781,3.0,0.0,8.0,3.109254837036133
1.8931232690811157,-0.6713473796844482,8.338315963745117,3.0,0.0,8.0,3.3093271255493164
2.0423502922058105,-0.6027293801307678,8.409411430358887,3.0,0.0,8.0,3.5594780445098877
2.1531875133514404,-0.5755133032798767,8.438239097595215,3.0,0.0,8.0,3.8093693256378174
2.245347023010254,-0.553714394569397,8.408069610595703,3.0,0.0,8.0,4.0104804039001465
2.368563175201416,-0.5128114819526672,8.3433198928833,3.0,0.0,8.0,4.2616798877716064
2.4722440242767334,-0.45255082845687866,8.27245807647705,3.0,0.0,8.0,4.511393070220947
2.5513052940368652,-0.3898569941520691,8.21267318725586,3.0,0.0,8.0,4.759491205215454
2.6173958778381348,-0.3438033163547516,8.17228889465332,3.0,0.0,8.0,5.011168956756592
2.6822752952575684,-0.31245458126068115,8.161630630493164,3.0,0.0,8.0,5.259831666946411
2.750257730484009,-0.2872743606567383,8.143624305725098,3.0,0.0,8.0,5.5093066692352295
2.8287487030029297,-0.2652042806148529,8.114750862121582,3.0,0.0,8.0,5.759220600128174
2.8884496688842773,-0.24901974201202393,8.09447956085205,3.0,0.0,8.0,5.959279775619507
2.9368245601654053,-0.2373441904783249,8.080002784729004,0.0,0.0,8.0,6.159294605255127
2.9682586193084717,-0.23063428699970245,8.070090293884277,0.0,0.0,8.0,6.359360456466675
2.9585204124450684,-0.2237348109483719,8.060697555541992,0.0,0.0,8.0,6.559909820556641
2.849548578262329,-0.21710051596164703,8.060004234313965,0.0,0.0,8.0,6.8092827796936035
2.6824698448181152,-0.1979985535144806,8.066014289855957,0.0,0.0,8.0,7.010189533233643
2.4498255252838135,-0.16784118115901947,8.08410930633545,0.0,0.0,8.0,7.210635185241699
2.106579303741455,-0.11906034499406815,8.12239933013916,0.0,0.0,8.0,7.459611892700195
1.7491332292556763,-0.081698939204216,8.148079872131348,0.0,0.0,8.0,7.709704875946045
1.4898604154586792,-0.0651957094669342,8.150589942932129,0.0,0.0,8.0,7.912366628646851
1.220526099205017,-0.059698302298784256,8.115777015686035,0.0,0.0,8.0,8.159339189529419
1.0613467693328857,-0.058578453958034515,8.05453872680664,0.0,0.0,8.0,8.359496116638184
0.920244038105011,-0.06267017871141434,7.975249767303467,0.0,0.0,8.0,8.610469102859497
0.8251979351043701,-0.06874065101146698,7.915052890777588,0.0,0.0,8.0,8.81164813041687
0.7119815945625305,-0.055531520396471024,7.906655311584473,0.0,0.0,8.0,9.059281349182129
0.6293976306915283,-0.02810133807361126,7.943911075592041,0.0,0.0,8.0,9.25956654548645
0.5690776109695435,-0.004930246155709028,7.994224548339844,0.0,0.0,8.0,9.461484670639038
0.5417311787605286,0.01365339569747448,8.044879913330078,0.0,0.0,8.0,9.663581371307373
0.5227094292640686,0.02225971780717373,8.082053184509277,0.0,0.0,8.0,9.909660339355469
0.4649963080883026,0.013593707233667374,8.115456581115723,0.0,0.0,8.0,10.160307884216309
0.38871580362319946,0.006603984162211418,8.114851951599121,0.0,0.0,8.0,10.411678552627563
0.32760560512542725,0.009055146016180515,8.0774507522583,0.0,0.0,8.0,10.659376382827759
0.2740025818347931,0.0191482100635767,8.031776428222656,0.0,0.0,8.0,10.910635709762573
0.24205391108989716,0.029402846470475197,8.024514198303223,0.0,0.0,8.0,11.159518718719482
0.2257908135652542,0.029541293159127235,8.087503433227539,0.0,0.0,8.0,11.36064624786377
0.2085859626531601,0.013806203380227089,8.140961647033691,0.0,0.0,8.0,11.563952445983887
0.19746947288513184,-0.011858364567160606,8.158193588256836,0.0,0.0,8.0,11.810087442398071
0.18717201054096222,-0.029672745615243912,8.114593505859375,0.0,0.0,8.0,12.010732412338257
0.16290543973445892,-0.045728955417871475,8.014999389648438,3.0,0.0,8.0,12.213314533233643
0.12333554774522781,-0.07069601863622665,7.9145941734313965,3.0,0.0,8.0,12.413556337356567
0.11146725714206696,-0.09708153456449509,7.862695217132568,3.0,0.0,8.0,12.661452531814575
0.19428180158138275,-0.12155655771493912,7.880476474761963,3.0,0.0,8.0,12.91270399093628
0.3780919015407562,-0.1444784253835678,7.964601993560791,3.0,0.0,8.0,13.161343574523926
0.5760177969932556,-0.15115012228488922,8.043083190917969,3.0,0.0,8.0,13.362282037734985
0.8524368405342102,-0.14325158298015594,8.144543647766113,3.0,0.0,8.0,13.613820791244507
1.0886214971542358,-0.13021649420261383,8.158483505249023,3.0,0.0,8.0,13.815283060073853
1.3349206447601318,-0.10903506726026535,8.095914840698242,3.0,0.0,8.0,14.016774892807007
1.623786211013794,-0.0908348336815834,7.99498176574707,3.0,0.0,8.0,14.259661197662354
1.8188592195510864,-0.07676763087511063,7.916276454925537,3.0,0.0,8.0,14.461459636688232
1.9899545907974243,-0.059118181467056274,7.882603168487549,3.0,0.0,8.0,14.709706783294678
2.083914041519165,-0.04412971809506416,7.857611656188965,3.0,0.0,8.0,14.910266637802124
2.194608211517334,-0.015836838632822037,7.83463191986084,3.0,0.0,8.0,15.163683414459229
2.2753236293792725,0.004097859375178814,7.870437145233154,3.0,0.0,8.0,15.364623785018921
2.3433520793914795,0.022976189851760864,7.91079568862915,3.0,0.0,8.0,15.565010786056519
2.4411072731018066,0.03697908669710159,7.899685859680176,3.0,0.0,8.0,15.81951355934143
2.567614793777466,0.033602308481931686,7.848777770996094,3.0,0.0,8.0,16.063735246658325
2.6981282234191895,0.013846222311258316,7.809113025665283,3.0,0.0,8.0,16.3118314743042
2.7843432426452637,-0.015949266031384468,7.764184951782227,3.0,0.0,8.0,16.514207363128662
2.8586912155151367,-0.06331515312194824,7.707483291625977,3.0,0.0,8.0,16.761505126953125
