pos_x,pos_y,pos_z,tar_x,tar_y,tar_z,time
-2.3354732990264893,-2.700423002243042,11.459573745727539,0.0,0.0,7.0,0.08607316017150879
-2.3533177375793457,-2.6660282611846924,11.455577850341797,3.5,0.0,7.0,0.3349926471710205
-2.3508739471435547,-2.642819404602051,11.445054054260254,3.5,0.0,7.0,0.5354321002960205
-2.28074049949646,-2.599238872528076,11.389299392700195,3.5,0.0,7.0,0.7842903137207031
-2.1507232189178467,-2.5475144386291504,11.287518501281738,3.5,0.0,7.0,0.9857082366943359
-1.8989039659500122,-2.4594361782073975,11.062126159667969,3.5,0.0,7.0,1.2348663806915283
-1.6351786851882935,-2.3578996658325195,10.820514678955078,3.5,0.0,7.0,1.4355614185333252
-1.225791573524475,-2.1832406520843506,10.459843635559082,3.5,0.0,7.0,1.6846890449523926
-0.8356223702430725,-2.003673791885376,10.098509788513184,3.5,0.0,7.0,1.8876383304595947
-0.285184383392334,-1.7484172582626343,9.580824851989746,3.5,0.0,7.0,2.1371495723724365
0.28950807452201843,-1.4852943420410156,9.055745124816895,3.5,0.0,7.0,2.3856279850006104
0.8358484506607056,-1.2414116859436035,8.594376564025879,3.5,0.0,7.0,2.634866714477539
1.2115191221237183,-1.0632003545761108,8.302998542785645,3.5,0.0,7.0,2.8368988037109375
1.52627694606781,-0.9007773399353027,8.101162910461426,3.5,0.0,7.0,3.038825750350952
1.845700979232788,-0.726264476776123,7.9842658042907715,3.5,0.0,7.0,3.284741163253784
2.101356029510498,-0.5841892957687378,7.971382141113281,3.5,0.0,7.0,3.534912586212158
2.266004800796509,-0.4922889173030853,7.978041648864746,3.5,0.0,7.0,3.7362494468688965
2.4012017250061035,-0.41335588693618774,7.962296962738037,3.5,0.0,7.0,3.937084197998047
2.5486762523651123,-0.32894933223724365,7.885072231292725,3.5,0.0,7.0,4.187642812728882
2.673128604888916,-0.2701556086540222,7.752234935760498,3.5,0.0,7.0,4.434806823730469
2.7633371353149414,-0.23606669902801514,7.626494884490967,3.5,0.0,7.0,4.637154579162598
2.869839668273926,-0.20035703480243683,7.476248741149902,3.5,0.0,7.0,4.887581825256348
2.976515769958496,-0.16469399631023407,7.358150959014893,3.5,0.0,7.0,5.134734630584717
3.0512402057647705,-0.1335722953081131,7.299752235412598,3.5,0.0,7.0,5.337243556976318
3.11606764793396,-0.10753834992647171,7.26654577255249,3.5,0.0,7.0,5.537374258041382
3.186448812484741,-0.0838354155421257,7.258004188537598,3.5,0.0,7.0,5.785675525665283
3.2513267993927,-0.06212626025080681,7.248599529266357,3.5,0.0,7.0,6.040176868438721
3.284281015396118,-0.02752947248518467,7.22147274017334,3.5,0.0,7.0,6.285821199417114
3.282592296600342,0.0016514611197635531,7.187986373901367,3.5,0.0,7.0,6.485843658447266
3.2635390758514404,0.03888833895325661,7.1622772216796875,3.5,0.0,7.0,6.686281681060791
3.2388527393341064,0.06117226183414459,7.143755912780762,3.5,0.0,7.0,6.887453317642212
3.2232799530029297,0.05207880958914757,7.114153861999512,3.5,0.0,7.0,7.137181043624878
3.2308201789855957,0.012719573453068733,7.079054832458496,3.5,0.0,7.0,7.38588547706604
3.249802827835083,-0.03096369467675686,7.066018104553223,3.5,0.0,7.0,7.585998296737671
3.277132034301758,-0.08425364643335342,7.070516109466553,3.5,0.0,7.0,7.83719801902771
3.2862093448638916,-0.12498536705970764,7.0856852531433105,3.5,0.0,7.0,8.03739619255066
3.2821240425109863,-0.15393052995204926,7.10788106918335,3.5,0.0,7.0,8.238064289093018
3.2784981727600098,-0.16718748211860657,7.120242595672607,3.5,0.0,7.0,8.438706159591675
3.2773711681365967,-0.16449366509914398,7.108731269836426,3.5,0.0,7.0,8.687047004699707
3.281684398651123,-0.15472984313964844,7.081448078155518,3.5,0.0,7.0,8.934878587722778
3.293437957763672,-0.13462316989898682,7.054377555847168,3.5,0.0,7.0,9.18602442741394
3.3114805221557617,-0.11578746885061264,7.036352157592773,3.5,0.0,7.0,9.388188362121582
3.333751678466797,-0.0962589681148529,7.023983001708984,3.5,0.0,7.0,9.589148044586182
3.366525888442993,-0.07756708562374115,7.014552116394043,3.5,0.0,7.0,9.836721420288086
3.4038610458374023,-0.06282361596822739,7.0049052238464355,3.5,0.0,7.0,10.087862014770508
3.4469809532165527,-0.04128747805953026,7.00201416015625,0.0,0.0,7.0,10.337490558624268
3.490715503692627,-0.00832073949277401,6.974270820617676,0.0,0.0,7.0,10.587313652038574
3.48952579498291,0.01780085638165474,6.9430365562438965,0.0,0.0,7.0,10.83534836769104
3.3939592838287354,0.02552521787583828,6.939372539520264,0.0,0.0,7.0,11.087625741958618
3.189316987991333,0.015535016544163227,6.9670939445495605,0.0,0.0,7.0,11.334901094436646
2.9496662616729736,0.003993119578808546,7.0099310874938965,0.0,0.0,7.0,11.538507461547852
2.5772926807403564,-0.005589785519987345,7.0519609451293945,0.0,0.0,7.0,11.787625789642334
2.1692826747894287,-0.02199646644294262,7.0630412101745605,0.0,0.0,7.0,12.037639617919922
1.7883541584014893,-0.04430423676967621,7.041893482208252,0.0,0.0,7.0,12.285176992416382
1.5253338813781738,-0.058144643902778625,7.006280899047852,0.0,0.0,7.0,12.487353563308716
1.264990210533142,-0.06173478439450264,6.949995994567871,0.0,0.0,7.0,12.736850023269653
1.0760979652404785,-0.05304982513189316,6.907273292541504,0.0,0.0,7.0,12.985204935073853
0.9579490423202515,-0.043396759778261185,6.887537479400635,0.0,0.0,7.0,13.187499523162842
0.8134229779243469,-0.033041831105947495,6.896668434143066,0.0,0.0,7.0,13.435306072235107
0.6850399971008301,-0.025034820660948753,6.916751384735107,0.0,0.0,7.0,13.637281894683838
0.5277612209320068,-0.0055510783568024635,6.933818817138672,0.0,0.0,7.0,13.886350154876709
0.419863224029541,0.01558662299066782,6.943673133850098,0.0,0.0,7.0,14.089012861251831
0.31763043999671936,0.03577384352684021,6.956212520599365,0.0,0.0,7.0,14.336408615112305
0.24138249456882477,0.05294594541192055,6.96898078918457,0.0,0.0,7.0,14.587541580200195
0.19798830151557922,0.06448861956596375,6.97288179397583,0.0,0.0,7.0,14.788525104522705
0.16755984723567963,0.06998362392187119,6.953678131103516,0.0,0.0,7.0,15.035300254821777
0.16422849893569946,0.07056860625743866,6.9079203605651855,0.0,0.0,7.0,15.235365390777588
0.17181195318698883,0.07438729703426361,6.871170520782471,0.0,0.0,7.0,15.437680959701538
0.17822083830833435,0.08542134612798691,6.878643035888672,0.0,0.0,7.0,15.685789585113525
0.1747969090938568,0.0846763551235199,6.907287120819092,0.0,0.0,7.0,15.887454271316528
0.17037881910800934,0.06745946407318115,6.9438157081604,0.0,0.0,7.0,16.088908910751343
0.181704580783844,0.036801960319280624,7.003089427947998,0.0,0.0,7.0,16.335031032562256
0.19466833770275116,0.013566459529101849,7.063013076782227,0.0,0.0,7.0,16.53507971763611
0.21596592664718628,-0.011175323277711868,7.110357761383057,0.0,0.0,7.0,16.73531150817871
0.2380148023366928,-0.04270986467599869,7.13829231262207,0.0,0.0,7.0,16.9355251789093
0.2588686943054199,-0.07718782871961594,7.143014907836914,0.0,0.0,7.0,17.137397050857544
0.2724088728427887,-0.11346681416034698,7.1126933097839355,0.0,0.0,7.0,17.387471437454224
0.2685461640357971,-0.12064991146326065,7.063776969909668,0.0,0.0,7.0,17.58787727355957
0.23977181315422058,-0.10915440320968628,7.002450466156006,0.0,0.0,7.0,17.837124586105347
0.18651103973388672,-0.08008304983377457,6.992533206939697,0.0,0.0,7.0,18.08790683746338
0.13487417995929718,-0.04784021154046059,7.008706569671631,0.0,0.0,7.0,18.33558225631714
0.0902441143989563,-0.014738073572516441,7.050288200378418,0.0,0.0,7.0,18.58970355987549
